id,features
873,['0.000000' '0.280275' '0.000000' ... '0.000000' '2.878699' '0.000000']
874,['0.000000' '1.949120' '0.000000' ... '0.172870' '3.139399' '0.000000']
875,['0.411653' '1.279031' '0.904097' ... '0.048275' '0.030226' '0.366374']
876,['0.000000' '0.096297' '0.000000' ... '0.000000' '0.103659' '0.000000']
877,['0.725745' '1.821401' '1.022551' ... '0.522885' '0.006470' '0.000000']
878,['0.000000' '1.377767' '3.055489' ... '0.056808' '0.774798' '0.013919']
879,['0.000000' '0.000000' '0.000000' ... '0.000000' '0.160628' '0.000000']
880,['0.700089' '2.877613' '0.000000' ... '0.000000' '2.958416' '0.000000']
881,['2.248498' '2.583189' '1.266814' ... '0.399219' '0.862139' '0.018485']
882,['0.000000' '1.389549' '0.000000' ... '0.361750' '4.942725' '0.003105']
883,['0.000000' '2.448122' '0.000000' ... '0.873810' '4.877215' '0.000000']
884,['0.000000' '0.713632' '0.000000' ... '0.302334' '5.108917' '0.534295']
885,['0.000000' '0.157278' '0.000000' ... '0.000000' '4.927309' '0.000000']
886,['0.000000' '0.000000' '0.000000' ... '0.000000' '0.000000' '0.000000']
887,['0.275172' '0.344286' '0.000000' ... '0.000000' '0.793382' '0.000000']
888,['0.000000' '1.855525' '0.000000' ... '1.389640' '0.202401' '0.000000']
889,['1.325248' '0.842126' '0.324658' ... '0.000000' '3.183046' '0.000000']
890,['0.000000' '0.653053' '0.000000' ... '0.000000' '2.397235' '0.000000']
891,['0.000000' '1.738489' '0.000000' ... '0.709669' '2.769247' '0.000000']
892,['0.000000' '0.349973' '2.701377' ... '0.062574' '0.000000' '0.213846']
893,['0.124049' '3.059038' '2.491246' ... '0.105408' '0.621437' '0.222404']
894,['0.000000' '3.345392' '0.273151' ... '0.000000' '0.173403' '0.000000']
895,['0.015294' '0.000000' '0.000000' ... '0.000000' '0.000000' '0.000000']
896,['0.000000' '0.759952' '0.000000' ... '0.107719' '5.005950' '0.000000']
897,['0.000000' '2.193900' '0.157887' ... '0.000000' '0.000000' '0.000000']
898,['0.000000' '1.520986' '0.000000' ... '0.537851' '3.077643' '0.000000']
899,['0.000000' '4.488599' '0.000000' ... '0.783633' '4.181830' '0.000000']
900,['0.000000' '0.624117' '0.000000' ... '0.577012' '4.308227' '0.158064']
901,['0.000000' '0.734281' '2.705526' ... '2.298697' '0.060272' '0.000000']
902,['0.000000' '0.000000' '0.000000' ... '0.011038' '0.818974' '0.000000']
903,['0.000000' '2.045861' '0.000000' ... '0.000000' '4.854693' '0.000000']
904,['0.040643' '0.000000' '0.000000' ... '0.000000' '2.882614' '0.000000']
905,['0.000000' '0.878683' '0.000000' ... '0.142150' '3.922634' '0.000000']
906,['0.042991' '1.391905' '0.000000' ... '2.188373' '2.995554' '0.000000']
907,['0.123801' '2.313557' '0.816954' ... '0.000000' '0.611306' '0.000000']
908,['0.000000' '3.418146' '0.000000' ... '0.000000' '3.713619' '0.000000']
909,['0.000000' '0.201832' '0.000000' ... '0.094062' '4.817301' '0.000000']
910,['0.000000' '0.000000' '0.000000' ... '0.000000' '0.973358' '0.000000']
911,['0.000000' '1.927624' '0.000000' ... '0.577126' '4.795673' '0.000000']
912,['0.000000' '0.668635' '1.990412' ... '0.069847' '0.477401' '0.024523']
913,['1.471957' '0.226660' '0.000000' ... '0.000000' '1.782071' '0.000000']
914,['0.000000' '3.311927' '0.000000' ... '0.000000' '4.717799' '0.000000']
915,['0.000000' '0.331704' '0.036637' ... '0.000000' '0.158822' '0.000000']
916,['0.000000' '2.954234' '0.000000' ... '0.953871' '1.806390' '0.000000']
917,['0.000000' '0.249099' '0.936059' ... '0.000000' '0.264030' '0.000000']
918,['0.074824' '0.236968' '0.000000' ... '0.000000' '0.204135' '0.000000']
919,['0.000000' '0.000000' '3.215731' ... '0.000000' '0.009266' '0.000000']
920,['0.000000' '0.421567' '0.000000' ... '0.000000' '1.203962' '0.000000']
921,['0.000000' '2.122890' '0.000000' ... '0.000000' '4.043053' '0.000000']
922,['0.000000' '0.500727' '0.000000' ... '0.130542' '3.504066' '0.000000']
923,['0.000000' '1.090577' '0.000000' ... '0.483255' '0.596567' '0.000000']
924,['0.000000' '4.808119' '2.052082' ... '0.000000' '1.566580' '0.127594']
925,['0.000000' '1.056817' '0.000000' ... '0.403080' '1.764187' '0.000000']
926,['0.000000' '4.013191' '4.232153' ... '0.134829' '1.067170' '0.000000']
927,['0.000000' '0.251922' '1.057163' ... '0.475849' '0.000000' '0.000000']
928,['0.148522' '1.010558' '0.000000' ... '0.233308' '5.054593' '0.000000']
929,['0.000000' '4.283813' '4.069615' ... '0.145394' '0.921708' '0.000000']
930,['0.000000' '3.564751' '0.000000' ... '2.180512' '4.479388' '0.000000']
931,['0.000000' '0.000000' '0.004877' ... '0.000000' '0.005690' '0.000000']
932,['0.357200' '0.543686' '0.000000' ... '0.019120' '0.033053' '0.072465']
933,['0.000000' '0.206480' '0.000000' ... '1.092168' '4.096773' '0.000000']
934,['0.000000' '2.582520' '0.000000' ... '0.000000' '3.911191' '0.000000']
935,['0.000000' '0.168660' '0.000000' ... '0.000000' '1.436665' '0.000000']
936,['0.004567' '4.009783' '1.794222' ... '0.000000' '0.000000' '0.000000']
937,['0.022511' '3.965784' '0.574325' ... '1.134894' '0.104976' '0.000000']
938,['0.000000' '1.398731' '0.428338' ... '0.000000' '1.274519' '0.000000']
939,['0.000000' '0.267034' '0.000000' ... '0.000000' '0.227231' '0.000000']
940,['0.000000' '1.127304' '0.000000' ... '1.123328' '1.188969' '0.000000']
941,['0.000000' '2.735365' '0.013991' ... '0.242451' '3.613335' '0.000000']
942,['0.118759' '0.557839' '1.181902' ... '0.000000' '0.000000' '0.000000']
943,['0.000000' '1.612762' '0.000000' ... '0.358833' '2.450220' '0.000000']
944,['0.000000' '0.000000' '0.000000' ... '0.045552' '0.534046' '0.000000']
945,['0.000000' '3.441668' '0.479793' ... '0.083693' '0.662907' '0.008217']
946,['0.000000' '0.020746' '0.000000' ... '1.179635' '0.721232' '0.000000']
947,['0.000000' '1.313234' '0.000000' ... '1.822264' '3.431345' '0.227815']
948,['0.000000' '2.374938' '1.504586' ... '0.000000' '0.863432' '0.000000']
949,['1.891524' '2.156513' '0.000000' ... '0.138165' '1.178596' '0.512576']
950,['0.000000' '0.000000' '4.240183' ... '0.000000' '0.092386' '0.000000']
951,['0.121891' '0.655249' '0.060788' ... '0.248817' '0.677009' '0.000000']
952,['1.381343' '0.100619' '2.619898' ... '0.000000' '0.000000' '0.038232']
953,['0.111778' '3.909192' '0.034447' ... '0.375445' '1.903121' '0.000000']
954,['0.000000' '3.541190' '0.000000' ... '0.000000' '1.774418' '0.000000']
955,['0.439612' '2.002854' '0.000000' ... '0.000000' '0.671133' '0.000000']
956,['0.110401' '0.382310' '0.000000' ... '0.000000' '1.650152' '0.000000']
957,['0.000000' '3.604730' '0.000000' ... '0.313652' '0.939172' '0.000000']
958,['0.000000' '4.413627' '0.000000' ... '0.000000' '5.620439' '0.358002']
959,['1.115044' '1.572158' '0.300550' ... '0.356339' '0.150161' '0.000000']
960,['0.000000' '2.420437' '1.728858' ... '0.465904' '0.260766' '0.000000']
961,['0.000000' '1.158054' '2.515750' ... '0.173041' '0.000000' '0.000000']
962,['0.389703' '1.047043' '0.000000' ... '2.800045' '3.442171' '0.020189']
963,['0.272091' '3.832634' '0.365028' ... '0.000000' '0.001294' '0.000000']
964,['0.157610' '0.465331' '2.089238' ... '0.000000' '0.000000' '0.000000']
965,['0.000000' '0.584963' '0.000000' ... '0.000000' '4.377613' '0.001874']
966,['0.116080' '1.822590' '1.453623' ... '0.000000' '0.945593' '0.000000']
967,['0.000000' '0.000000' '3.269729' ... '1.316304' '1.203286' '0.000000']
968,['0.247070' '4.171548' '2.131302' ... '0.915347' '0.042141' '0.000000']
969,['0.000000' '0.000000' '0.000000' ... '0.146027' '4.295832' '0.000000']
970,['0.000000' '4.515233' '0.255428' ... '0.786660' '2.823507' '0.154057']
971,['0.000000' '2.456429' '0.000000' ... '0.003634' '3.309381' '0.000000']
972,['0.010985' '1.983772' '1.842592' ... '0.000000' '0.000000' '0.000000']
973,['0.000000' '0.929814' '4.020129' ... '0.000000' '0.000000' '0.000000']
974,['0.000000' '0.000000' '3.904846' ... '1.919931' '0.000000' '0.000000']
975,['0.000000' '0.000000' '0.000000' ... '0.000000' '1.561783' '0.000000']
976,['0.000000' '2.354997' '0.000000' ... '2.825972' '1.556298' '0.000000']
977,['0.000000' '3.073830' '0.305327' ... '0.958742' '0.156729' '0.000000']
978,['0.968545' '2.917660' '2.883008' ... '0.003234' '0.104869' '1.237760']
979,['0.000000' '3.151877' '0.000000' ... '0.758999' '0.217481' '0.000000']
980,['0.000000' '3.137840' '0.000000' ... '0.096997' '5.410245' '0.000000']
981,['0.000000' '3.829769' '0.000000' ... '0.575621' '0.709746' '0.000000']
982,['0.000000' '0.959558' '0.000000' ... '0.295250' '0.828572' '0.000000']
983,['0.074258' '0.111666' '0.000000' ... '0.000000' '0.089815' '0.000000']
984,['0.406442' '1.098534' '0.000000' ... '0.162161' '5.507925' '0.000000']
985,['0.000000' '0.000000' '1.118821' ... '0.021048' '0.000000' '0.762575']
986,['0.000000' '4.359680' '0.000000' ... '0.785940' '2.881605' '0.000000']
987,['0.000000' '1.447345' '4.014377' ... '0.035949' '0.222650' '0.000000']
988,['0.000000' '1.132159' '0.000000' ... '1.126091' '2.827382' '0.000000']
989,['0.000000' '0.331704' '0.036637' ... '0.000000' '0.158822' '0.000000']
990,['0.000000' '2.626838' '0.000000' ... '0.000000' '4.686203' '0.000000']
991,['0.000000' '4.866276' '0.045761' ... '0.000000' '1.176877' '0.000000']
992,['0.094277' '2.660115' '2.690579' ... '0.114018' '3.062246' '0.000000']
993,['0.000000' '0.369207' '0.506867' ... '0.000000' '1.007293' '0.000000']
994,['0.121637' '3.720402' '0.000000' ... '0.052340' '5.139707' '0.000000']
995,['0.000000' '4.400328' '0.000000' ... '0.127499' '5.062613' '0.000000']
996,['0.048414' '0.164393' '0.000000' ... '0.000000' '2.578220' '0.000000']
997,['0.000000' '3.102116' '0.000000' ... '0.078850' '4.138305' '0.000000']
998,['0.000000' '1.989815' '0.000000' ... '0.087870' '3.817204' '0.000000']
999,['0.000000' '1.332302' '0.051846' ... '0.277118' '0.599610' '0.000000']
1000,['0.000000' '4.335791' '0.000000' ... '0.000000' '5.090918' '0.000000']
1001,['0.000000' '4.168414' '0.000000' ... '0.082248' '5.437213' '0.000000']
1002,['0.000000' '2.830350' '0.000000' ... '1.694824' '3.977081' '0.036370']
1003,['0.000000' '2.439208' '0.000000' ... '0.163035' '4.253827' '0.000000']
1004,['0.000000' '0.000000' '0.000000' ... '0.000000' '0.638192' '0.000000']
1005,['0.000000' '2.004476' '1.228522' ... '0.000000' '0.757290' '0.000000']
1006,['0.000000' '4.002303' '2.107875' ... '0.000000' '1.155791' '0.000000']
1007,['0.000000' '3.419856' '0.236847' ... '1.218538' '5.103523' '3.065783']
1008,['0.000291' '3.471700' '0.127104' ... '0.582292' '0.000000' '0.000000']
1009,['0.000000' '1.522014' '0.000000' ... '0.840996' '1.504635' '0.000000']
1010,['0.080207' '0.126667' '0.000000' ... '0.758703' '3.610353' '0.367337']
1011,['0.000000' '0.762389' '1.151524' ... '0.073005' '0.000000' '0.006023']
1012,['0.000000' '1.870540' '1.831824' ... '0.623348' '0.000000' '0.000000']
1013,['0.200741' '2.909970' '1.498641' ... '0.269319' '1.628442' '0.000000']
1014,['0.127399' '0.697683' '0.452017' ... '0.872238' '0.924842' '0.000000']
1015,['0.000000' '0.072985' '0.000000' ... '0.667962' '1.739065' '0.000000']
1016,['0.000000' '2.917398' '0.000000' ... '0.090481' '4.689401' '0.000000']
1017,['0.000000' '0.679428' '0.000000' ... '0.016944' '2.865390' '0.000000']
1018,['0.000000' '1.903275' '0.572864' ... '1.504634' '0.199429' '0.000000']
1019,['0.000000' '2.154484' '0.242404' ... '1.094483' '0.807273' '0.000000']
1020,['0.000000' '1.818709' '0.000000' ... '0.260075' '1.637209' '0.000000']
1021,['1.989997' '1.102220' '0.000053' ... '0.200515' '0.014600' '0.563655']
1022,['0.000000' '2.680707' '3.289418' ... '0.000000' '0.000000' '0.029869']
1023,['0.084317' '0.266218' '0.000000' ... '0.000000' '3.663320' '0.000000']
1024,['0.000000' '1.281862' '0.000000' ... '1.406346' '3.108241' '0.000000']
1025,['0.459591' '0.001371' '0.226128' ... '0.000000' '0.977432' '0.000000']
1026,['0.000000' '2.985322' '0.804857' ... '0.000000' '1.310805' '0.000000']
1027,['0.000000' '1.951430' '0.000000' ... '0.047338' '4.357739' '0.000000']
1028,['0.000000' '0.402159' '0.000000' ... '0.000646' '2.981630' '0.000000']
1029,['0.000000' '1.900380' '0.000000' ... '0.000000' '1.182683' '0.000000']
1030,['0.000000' '0.000000' '0.000000' ... '0.000000' '3.876096' '0.000000']
1031,['0.000000' '0.331704' '0.036637' ... '0.000000' '0.158822' '0.000000']
1032,['0.072231' '1.161323' '0.000000' ... '0.000000' '0.609557' '0.000000']
1033,['0.000000' '1.346783' '0.000000' ... '0.084107' '4.864022' '0.032213']
1034,['0.000065' '0.000000' '0.000000' ... '0.000000' '4.080189' '0.000000']
1035,['0.163840' '3.706446' '0.000000' ... '0.203363' '4.537593' '0.000000']
1036,['0.000000' '0.028986' '0.885523' ... '0.000000' '2.203759' '0.000000']
1037,['0.000000' '1.189405' '0.000000' ... '0.932851' '2.480714' '0.031223']
1038,['0.000000' '0.600450' '3.838917' ... '0.985422' '0.000000' '0.000000']
1039,['0.000000' '1.998752' '3.871555' ... '2.090765' '0.064705' '0.000000']
1040,['0.000000' '0.852209' '0.000000' ... '0.000000' '0.113879' '0.000000']
1041,['0.000000' '0.744279' '0.000000' ... '0.000000' '2.208819' '0.000000']
1042,['0.000000' '1.758604' '0.000000' ... '1.007776' '3.833055' '0.229704']
1043,['0.101040' '3.780191' '0.000000' ... '0.000000' '5.102740' '0.000000']
1044,['0.000000' '2.150256' '0.050041' ... '0.011374' '0.188241' '0.000000']
1045,['0.126179' '1.850357' '0.221997' ... '0.000000' '0.000000' '0.000000']
1046,['0.000000' '0.882986' '0.000000' ... '0.100317' '2.370890' '0.000000']
1047,['0.000000' '2.081509' '0.607472' ... '0.606981' '0.000000' '0.000000']
1048,['0.051563' '1.408615' '0.024643' ... '0.000000' '0.243795' '0.054132']
1049,['0.000000' '0.000000' '0.000000' ... '0.000000' '0.975580' '0.000000']
1050,['0.000000' '0.931101' '2.756846' ... '2.067724' '0.068290' '0.000000']
1051,['0.064628' '0.000000' '0.000000' ... '0.056483' '1.036290' '0.018718']
1052,['0.532805' '0.119165' '0.894533' ... '0.870352' '3.699924' '0.000000']
1053,['0.000000' '4.494126' '0.000000' ... '0.310519' '3.737200' '0.000000']
1054,['0.018782' '0.000000' '0.000000' ... '0.357606' '3.814092' '0.000000']
1055,['0.000000' '2.176987' '0.000000' ... '0.000000' '2.450226' '0.000000']
1056,['0.000000' '3.603464' '0.268966' ... '0.000000' '0.264770' '0.000000']
1057,['0.000000' '2.440862' '0.000000' ... '0.200684' '4.798922' '0.000000']
1058,['0.000464' '5.003893' '0.432852' ... '1.215146' '0.503281' '0.000000']
1059,['0.000000' '1.677506' '0.000000' ... '0.518147' '4.780523' '0.011915']
1060,['0.000000' '0.702996' '0.000000' ... '0.000000' '1.495071' '0.000000']
1061,['0.000000' '0.737157' '0.000000' ... '1.289675' '4.342106' '0.000000']
1062,['0.000000' '4.656527' '0.000000' ... '0.011286' '4.627241' '0.000000']
1063,['0.000000' '0.014066' '0.000000' ... '0.000000' '3.650149' '0.000000']
1064,['0.000000' '0.640461' '0.000000' ... '0.171876' '0.000000' '0.000000']
1065,['0.000000' '0.091844' '2.831640' ... '0.000000' '0.000000' '0.000000']
1066,['0.000000' '0.123313' '0.000000' ... '0.668530' '4.706448' '0.040386']
1067,['1.512789' '4.040382' '1.185955' ... '0.037064' '0.044302' '0.221309']
1068,['0.000000' '3.120626' '0.689031' ... '0.382240' '0.522057' '0.000000']
1069,['0.000000' '2.530624' '0.000000' ... '0.127866' '0.268904' '0.136613']
1070,['0.000000' '0.550251' '0.000000' ... '0.000000' '1.570501' '0.000000']
1071,['0.000000' '1.894921' '0.000000' ... '0.348439' '4.644375' '0.000000']
1072,['0.000000' '1.539354' '0.000000' ... '0.075539' '4.054483' '0.000000']
1073,['0.000000' '0.000000' '3.103761' ... '0.339309' '0.000000' '0.000000']
1074,['0.000000' '0.270725' '0.000000' ... '0.000000' '4.236784' '0.000000']
1075,['0.347500' '0.000000' '0.000000' ... '0.000000' '2.711238' '0.000000']
1076,['0.000000' '1.912169' '1.904645' ... '2.115008' '0.000000' '0.000000']
1077,['0.000000' '1.423862' '0.870483' ... '1.020384' '0.432784' '0.000000']
1078,['0.229706' '1.815321' '0.033198' ... '0.000000' '1.648952' '0.000000']
1079,['0.086319' '0.625557' '1.748424' ... '0.599916' '2.852058' '0.000000']
1080,['0.028360' '0.156230' '1.470734' ... '0.000000' '0.515942' '0.000000']
1081,['0.000000' '0.111940' '0.000000' ... '0.000000' '0.149863' '0.000000']
1082,['0.000000' '2.721999' '0.000000' ... '0.000000' '3.318326' '0.000000']
1083,['0.000000' '2.283882' '3.272430' ... '1.485187' '0.012367' '0.000000']
1084,['0.027834' '0.880272' '0.318868' ... '0.000000' '0.000000' '0.000000']
1085,['0.000000' '1.761649' '0.000000' ... '1.220862' '3.788686' '0.000000']
1086,['0.000000' '2.722549' '0.704134' ... '0.162329' '0.000000' '0.000000']
1087,['0.000000' '0.392898' '0.000000' ... '2.024151' '0.951171' '0.000000']
1088,['0.000000' '1.213590' '3.373267' ... '0.000000' '0.004458' '0.000000']
1089,['0.000000' '1.012767' '3.788911' ... '0.083371' '0.000000' '0.000000']
1090,['0.000000' '1.537975' '0.000000' ... '3.295522' '0.000000' '0.000000']
1091,['0.309248' '0.610262' '2.483380' ... '0.096725' '0.000000' '0.000000']
1092,['0.011317' '0.541682' '0.000000' ... '0.000000' '4.296012' '0.000000']
1093,['0.000000' '3.609731' '0.000000' ... '0.824009' '2.937022' '0.000000']
1094,['0.000000' '0.267034' '0.000000' ... '0.000000' '0.227231' '0.000000']
1095,['0.102232' '3.614499' '0.000000' ... '0.000000' '3.974270' '0.000000']
1096,['0.000000' '3.140602' '0.151224' ... '0.904850' '0.385901' '0.799793']
1097,['0.000000' '1.858674' '0.000000' ... '0.000000' '3.965545' '0.038702']
1098,['0.081026' '2.639740' '0.626910' ... '0.000000' '0.809330' '0.000000']
1099,['0.010244' '1.229457' '2.887668' ... '0.615942' '0.000000' '0.000000']
1100,['0.000000' '0.000000' '1.438937' ... '0.000000' '0.639224' '0.000000']
1101,['0.285406' '1.304413' '0.012335' ... '0.101516' '0.233577' '0.000000']
1102,['0.000000' '3.633300' '0.000000' ... '0.767970' '2.375876' '0.000000']
1103,['0.946336' '0.061724' '0.148815' ... '2.317765' '0.000000' '0.000000']
1104,['0.000000' '0.014421' '0.000000' ... '0.000000' '4.098322' '0.000000']
1105,['0.667065' '2.610147' '0.000000' ... '0.504333' '0.527464' '1.124959']
1106,['0.000000' '3.788803' '0.000000' ... '0.695564' '2.072367' '0.000000']
1107,['0.000000' '1.190990' '0.000000' ... '0.001895' '4.524806' '0.000000']
1108,['0.000000' '1.580235' '0.000000' ... '0.607173' '3.507478' '0.000000']
1109,['0.000000' '2.679268' '5.065839' ... '0.192134' '0.000000' '0.000000']
1110,['0.000000' '3.313273' '4.556293' ... '0.760752' '0.000000' '0.000000']
1111,['0.402064' '0.599682' '0.000000' ... '1.019621' '1.846501' '0.480471']
1112,['0.000000' '0.000000' '0.000000' ... '0.000000' '0.615160' '0.000000']
1113,['0.000000' '3.807301' '0.000000' ... '0.000000' '5.336360' '0.000000']
1114,['0.000000' '0.000000' '1.438937' ... '0.000000' '0.639224' '0.000000']
1115,['0.106840' '1.371969' '0.000000' ... '0.026548' '4.698609' '0.000000']
1116,['3.207875' '0.397792' '0.469189' ... '0.391217' '1.308256' '0.000000']
1117,['0.000000' '0.772458' '0.000000' ... '0.060404' '4.833481' '0.000000']
1118,['0.000000' '2.241464' '0.000000' ... '1.976706' '3.395537' '0.026771']
1119,['0.000000' '4.590359' '0.000000' ... '0.037375' '3.629785' '0.000000']
1120,['0.000000' '1.015482' '0.000000' ... '0.060934' '3.428813' '0.000000']
1121,['0.000000' '0.113475' '0.000000' ... '0.049613' '3.643672' '0.004692']
1122,['0.000000' '4.527998' '2.794063' ... '0.000000' '0.463840' '0.000000']
1123,['0.000000' '0.160247' '0.000000' ... '0.042722' '4.207838' '0.000000']
1124,['0.125311' '0.082911' '0.055461' ... '0.016350' '0.000000' '0.028747']
1125,['0.000000' '0.080736' '0.000000' ... '0.000000' '3.960736' '0.000000']
1126,['0.000000' '1.056336' '0.000000' ... '1.296503' '2.159586' '0.000000']
1127,['0.047696' '3.587637' '4.105578' ... '0.593549' '2.255252' '0.088787']
1128,['0.056108' '1.773724' '0.000000' ... '3.935528' '0.797047' '0.000000']
1129,['0.000000' '1.674827' '0.000000' ... '0.096287' '1.553311' '0.000000']
1130,['0.375814' '4.328163' '0.000000' ... '0.231505' '1.018169' '0.000000']
1131,['1.311029' '3.250335' '0.042172' ... '0.161666' '3.288712' '0.034533']
1132,['0.000000' '3.242449' '1.694529' ... '0.000000' '2.738659' '0.000000']
1133,['0.000000' '0.096297' '0.000000' ... '0.000000' '0.103659' '0.000000']
1134,['0.000000' '1.609344' '2.508552' ... '0.000000' '0.000000' '0.000000']
1135,['0.081990' '0.156039' '1.219468' ... '0.000000' '1.092411' '0.000000']
1136,['0.000000' '0.000000' '0.000000' ... '0.000000' '0.000000' '0.000000']
1137,['0.000000' '1.674152' '1.933835' ... '0.015231' '0.503578' '0.000000']
1138,['0.585309' '4.245813' '0.000000' ... '0.102528' '3.083069' '0.000000']
1139,['0.071991' '3.990980' '0.000000' ... '0.014897' '5.128271' '0.000000']
1140,['0.000000' '0.267034' '0.000000' ... '0.000000' '0.227231' '0.000000']
1141,['0.051804' '4.738455' '0.238162' ... '0.000000' '0.036992' '0.000000']
1142,['0.000000' '0.423750' '0.498711' ... '0.247295' '1.859297' '0.000000']
1143,['0.000000' '0.486371' '0.000000' ... '0.000000' '0.683223' '0.000000']
1144,['0.000000' '1.783568' '0.000000' ... '0.090525' '2.814667' '0.000000']
1145,['1.074695' '1.508215' '0.994485' ... '0.778351' '2.702355' '0.208210']
1146,['0.000000' '0.069074' '3.299480' ... '1.494036' '0.000000' '0.000000']
1147,['0.000000' '0.000000' '1.438937' ... '0.000000' '0.639224' '0.000000']
1148,['0.000000' '0.096297' '0.000000' ... '0.000000' '0.103659' '0.000000']
1149,['0.000000' '0.087300' '0.400589' ... '0.000000' '1.028247' '0.000000']
1150,['0.000000' '0.045260' '0.000000' ... '0.000000' '1.206545' '0.000000']
1151,['0.000000' '0.058245' '0.000000' ... '0.000000' '1.699772' '0.000000']
1152,['0.000000' '0.000000' '0.000000' ... '0.000000' '0.000000' '0.000000']
1153,['0.000000' '1.726709' '0.000000' ... '0.873191' '1.777302' '0.082748']
1154,['0.000000' '0.267003' '0.000000' ... '0.000000' '1.421786' '0.000000']
1155,['0.000000' '0.861411' '0.000000' ... '0.147372' '3.491293' '0.000000']
1156,['0.000000' '1.886575' '1.649910' ... '1.677835' '0.000000' '0.000000']
1157,['0.000000' '0.450553' '0.672652' ... '0.025320' '2.451967' '0.021638']
1158,['0.000000' '0.000025' '0.000000' ... '0.226493' '1.232998' '0.000000']
1159,['0.000000' '1.321505' '0.000000' ... '0.057197' '4.529941' '0.000000']
1160,['0.000000' '2.149699' '1.903802' ... '1.659672' '0.033514' '0.000000']
1161,['0.000000' '1.937196' '0.000000' ... '0.287570' '1.427281' '0.000000']
1162,['0.000000' '0.128366' '0.569199' ... '0.921257' '1.343368' '1.105799']
1163,['0.000000' '3.805307' '2.643183' ... '1.239197' '1.143872' '0.006536']
1164,['0.103437' '0.484888' '0.668780' ... '0.316867' '1.795573' '1.403088']
1165,['0.000000' '0.000000' '0.000000' ... '0.000000' '0.164828' '0.000000']
1166,['0.000000' '0.045153' '0.000000' ... '0.000000' '3.996596' '0.000000']
1167,['0.000000' '0.267034' '0.000000' ... '0.000000' '0.227231' '0.000000']
1168,['0.000000' '3.653965' '0.003812' ... '0.000000' '0.194863' '0.000000']
1169,['0.000000' '0.000000' '0.000000' ... '0.000000' '2.882176' '0.000000']
1170,['0.000000' '2.291779' '1.060909' ... '0.000000' '0.000000' '0.111258']
1171,['0.000000' '0.066554' '0.000000' ... '0.000000' '4.270684' '0.000000']
1172,['0.000000' '0.470236' '0.090609' ... '0.000000' '3.024420' '0.000000']
1173,['0.000000' '4.208105' '0.204338' ... '0.246882' '0.310020' '0.000000']
1174,['0.000000' '2.062500' '4.008905' ... '0.132192' '0.000000' '0.000000']
1175,['0.000000' '2.850914' '3.745722' ... '2.356910' '0.083789' '0.000000']
1176,['0.000000' '3.987098' '0.000000' ... '0.345938' '1.806401' '0.000000']
1177,['0.127871' '0.102924' '0.000000' ... '0.089099' '4.006979' '0.000000']
1178,['0.000000' '2.008278' '3.991619' ... '0.220559' '0.000000' '0.000000']
1179,['0.472573' '0.978463' '1.909046' ... '0.018367' '2.438783' '0.195826']
1180,['0.000000' '2.921444' '0.000000' ... '0.000000' '4.753830' '0.000000']
1181,['0.000000' '0.001314' '0.000000' ... '0.052536' '0.904470' '0.000000']
1182,['0.000000' '1.941956' '1.076676' ... '2.241888' '0.472071' '0.000000']
1183,['1.290498' '1.520833' '1.478878' ... '0.000000' '0.073256' '0.190090']
1184,['0.058545' '3.307756' '0.000000' ... '0.061727' '4.936047' '0.069521']
1185,['0.781037' '0.396453' '0.344695' ... '0.000000' '0.572617' '0.000000']
1186,['0.000000' '0.000000' '0.000000' ... '0.000000' '2.222967' '0.000000']
1187,['0.000000' '3.512501' '0.000000' ... '0.045142' '2.269527' '0.000000']
1188,['0.000000' '2.290535' '0.000000' ... '0.391606' '4.426157' '0.000000']
1189,['0.000000' '3.933290' '0.000000' ... '0.000000' '2.617129' '0.000000']
1190,['0.000000' '0.010797' '0.000000' ... '0.000000' '4.778454' '0.021217']
1191,['0.000000' '2.646519' '0.000000' ... '0.480486' '3.509648' '0.000000']
1192,['0.000000' '0.521335' '0.000000' ... '0.031581' '3.990482' '0.021627']
1193,['0.000000' '2.779745' '0.000000' ... '0.938453' '2.964292' '0.000000']
1194,['0.310532' '0.000000' '0.195385' ... '0.086848' '0.000000' '0.000000']
1195,['0.000000' '0.000000' '0.000000' ... '0.000000' '0.076767' '0.000000']
1196,['0.000000' '0.232067' '0.060797' ... '1.437344' '1.410910' '0.000000']
1197,['0.000000' '1.604527' '0.000000' ... '1.278957' '2.016818' '0.000000']
1198,['0.000000' '1.213640' '2.641205' ... '0.016056' '0.000000' '0.000000']
1199,['0.736969' '2.918529' '2.483420' ... '0.549148' '0.638385' '0.000000']
1200,['0.000000' '1.134471' '3.150697' ... '0.000000' '0.000000' '0.000000']
1201,['2.002885' '4.098424' '1.480030' ... '0.000000' '0.691748' '0.509750']
1202,['0.000000' '0.523803' '1.857426' ... '0.055865' '0.100197' '0.000000']
1203,['0.000000' '0.692036' '0.000000' ... '0.030306' '4.186430' '0.000000']
1204,['0.000000' '3.152080' '2.560483' ... '0.252947' '0.247270' '0.000000']
1205,['0.000000' '0.899855' '0.820815' ... '0.638740' '0.457589' '0.052438']
1206,['0.167385' '2.598701' '0.000000' ... '0.043653' '0.000000' '0.000000']
1207,['0.000000' '1.896903' '0.217893' ... '1.185391' '1.994098' '0.000000']
1208,['0.000000' '0.729861' '0.000000' ... '0.172533' '2.551666' '0.000000']
